group_id,round_num,block_num,target,speaker_id,description,word_count,accuracy,n_listeners_correct,n_parse_errors
G05,6,1,page7-107,1,"Diamond head. Horizontal right arm ends in a second diamond. Bottom rests on a single sharp downward point, NOT a flat base. A sharp triangle sticks straight out to the left.",31,0.0,0,0
G05,7,1,page3-35,1,"Diamond head top right. Bottom base is a flat-bottomed triangle pointing horizontally to the right (90-degree vertical edge at bottom-left, sharp point at bottom-right). Left side of body has a spike pointing diagonally up-left. NO horizontal arm pointing right.",39,1.0,2,0
G05,8,1,page-B,1,"Diamond head. Balances entirely on a single sharp downward point at the very bottom. Has a distinct arm sticking straight out to the LEFT. NO right arm; the right edge is a long, continuous, steep diagonal slope from the neck all the way down to the bottom point.",48,0.0,0,0
G05,9,1,page5-28,1,"Diamond head. Rests on a completely flat horizontal bottom edge. Right arm points straight horizontally right, ending in a sharp triangle point (NOT a diamond). Left side has a spike pointing straight horizontally left.",34,1.0,2,0
G05,10,1,page9-46,1,"Bird facing left. Stands on TWO distinct, clearly separated pointy legs (front leg points straight down, back leg points down-right). Beak points straight left, tail points straight horizontally right. Does NOT have a flat bottom edge.",36,0.5,1,0
G05,11,1,page7-255,1,"Looks like a swan swimming facing LEFT (Player 0 previously said 'right' by mistake). Rests on a completely flat horizontal bottom edge. Bottom-right corner ends in a long, sharp tail pointing horizontally right on the ground. Middle has a tall triangular wing pointing straight UP. Head is a diamond at the top-LEFT. The diamond is the furthest left point; there are NO extra spikes sticking out the left side of the chest/body.",72,0.0,0,0
G05,12,2,page3-35,2,"Diamond head top right. Bottom base is a flat-bottomed triangle pointing horizontally to the right (vertical edge at bottom-left, sharp point at bottom-right). Left side of body has a spike pointing diagonally up-left. No horizontal arm.",36,1.0,2,0
G05,13,2,page9-46,2,"Bird facing left. Bottom is two separate pointed legs with a gap between them, not a flat line. Beak points straight left, tail points straight right.",26,1.0,2,0
G05,14,2,page5-28,2,"Diamond head. Flat horizontal bottom edge. Right arm points straight horizontally right, ending in a sharp point. Left side has a spike pointing straight horizontally left.",26,0.5,1,0
G05,15,2,page7-107,2,"Diamond head. Right arm points horizontally right, ending in a second diamond. Left side has a spike pointing straight horizontally left. Balances entirely on a single sharp downward point at the bottom (not a flat base).",36,1.0,2,0
G05,16,2,page7-255,2,"Swan facing left. Diamond head at top-left is the furthest left point. Long, completely flat horizontal bottom edge ending in a right-pointing tail. Crucially, the left side of the body below the head has NO sharp spikes sticking out (it is smooth).",42,0.5,1,0
G05,17,2,page-B,2,"Abstract shape, NOT a person or animal. Highest point is a square. Leftmost part sticks out straight horizontally left. The entire right side is a massive triangle pointing diagonally down-and-right. The lowest point of the whole figure is the sharp bottom-right tip of this massive triangle. No flat base.",49,1.0,2,0
G05,18,3,page7-255,0,"Flat bottom resting on the ground, ending in a right-pointing tail. Tall triangle points straight up in the middle. Top-left is a diamond. The diamond is the absolute leftmost point of the whole image. The left edge below the diamond slopes diagonally down-and-right. Crucially, there are ZERO spikes or triangles sticking out to the left anywhere.",56,1.0,2,0
G05,19,3,page7-107,0,"Diamond head. Right arm points horizontally right, ending in a second diamond. Left side has a spike pointing straight horizontally left. Balances entirely on a single sharp downward point at the bottom (not a flat base).",36,0.5,1,0
G05,20,3,page3-35,0,"Diamond head top right. Bottom base is a flat-bottomed triangle pointing horizontally to the right (vertical edge at bottom-left, sharp point at bottom-right). Left side of body has a spike pointing diagonally up-left. No horizontal arm.",36,0.5,1,0
G05,21,3,page9-46,0,"Bird facing left. Bottom is two separate pointed legs with a gap between them, not a flat line. Beak points straight horizontally left, tail points straight horizontally right. The front leg points straight vertically down.",35,1.0,2,0
G05,22,3,page5-28,0,"Diamond head. Flat horizontal bottom base. Right arm points straight horizontally right. Left side has a sharp spike pointing EXACTLY HORIZONTALLY left (parallel to the bottom base, NOT pointing diagonally up or down). The arms end in sharp points, there are no diamonds on the arms.",46,1.0,2,0
G05,23,3,page-B,0,Abstract shape. Highest point is a square. Leftmost part sticks out straight horizontally left. The entire right side is a massive triangle pointing diagonally down-and-right. The lowest point of the whole figure is the sharp bottom-right tip of this massive triangle. No flat base.,44,1.0,2,0
G05,24,4,page7-107,1,"Figure with EXACTLY TWO DIAMONDS: one is the head, the other is at the far right end of the horizontal right arm. Balances entirely on a single sharp downward point at the very bottom (NOT a flat base). Left side has a sharp spike pointing straight horizontally left.",48,0.5,1,0
G05,25,4,page-B,1,Abstract shape. Highest point is a square with a flat horizontal top edge. Leftmost part points straight horizontally left. The entire right side is a massive triangle pointing diagonally down-and-right. The absolute lowest point of the figure is the single sharp tip of this massive triangle (it does NOT have a flat bottom base).,54,1.0,2,0
G05,26,4,page9-46,1,"Bird facing left. Bottom has two separate pointed legs with a gap between them, not a flat base. Beak points straight horizontally left, tail points straight horizontally right. The front leg points straight vertically down.",35,0.5,1,0
G05,27,4,page7-255,1,"Flat bottom resting on the ground, ending in a right-pointing tail. Tall triangle points straight up in the middle. Top-left is a diamond, which is the absolute leftmost point of the whole image. The left edge below the diamond slopes diagonally down-and-right. Crucially, there are ZERO spikes or triangles sticking out to the left anywhere.",55,0.0,0,0
G05,28,4,page3-35,1,"Diamond head is at the TOP-RIGHT. Bottom base rests on a completely flat horizontal line, ending in a sharp point to the far RIGHT. The bottom-LEFT corner of the base is a perfectly vertical straight edge. A sharp spike points diagonally UP-LEFT from the body. NO horizontal arms anywhere.",49,1.0,2,0
G05,29,4,page5-28,1,"Diamond head. Rests on a completely flat horizontal bottom base. Right arm points straight horizontally right. Left side has a sharp spike pointing exactly horizontally left (parallel to the base). The arms end in sharp points, NOT diamonds.",38,1.0,2,0
G05,30,5,page9-46,2,"Bird facing left. Beak points strictly horizontally left. Tail points strictly horizontally right. Balances on exactly two sharp downward points (NO flat base anywhere). The front leg points straight vertically down, while the back leg points diagonally down-right.",38,1.0,2,0
G05,31,5,page7-255,2,"Swan shape. Flat horizontal bottom edge resting entirely on the ground, ending in a sharp point on the far right. Diamond head is top-left. A tall triangle in the middle points straight vertically UP. Crucially, the neck below the diamond head is a straight, smooth diagonal line sloping DOWN-AND-RIGHT. The diamond is the absolute leftmost point of the entire figure; there are ZERO spikes sticking out the left side.",69,0.5,1,0
G05,32,5,page-B,2,Abstract shape. Highest point is a square. Leftmost part sticks out straight horizontally left. The entire right side is a massive triangle pointing diagonally down-and-right. The absolute lowest point of the figure is the single sharp tip of this massive triangle (it does NOT have a flat base).,48,0.0,0,0
G05,33,5,page5-28,2,"Diamond head. Rests entirely on a completely flat horizontal bottom base. Has TWO perfectly horizontal arms: left spike points strictly horizontally left, and right arm points strictly horizontally right. The right arm ends in a sharp triangle point, NOT a diamond.",41,1.0,2,0
G05,34,5,page7-107,2,"Figure with exactly two diamonds: one is the head, the other is at the end of the straight horizontal right arm. Left side has a sharp spike pointing STRICTLY horizontally left (not up-left). Balances entirely on a single sharp downward point at the very bottom (NO flat base anywhere).",49,1.0,2,0
G05,35,5,page3-35,2,Diamond head at the TOP-RIGHT. Bottom base is a flat-bottomed triangle with a perfectly vertical left edge and a right-pointing tip. A sharp spike on the left side points diagonally UP-LEFT. NO horizontal arms.,34,0.5,1,0
G06,0,0,page-B,0,"Person running left, diamond head, arm pointing straight out to the left, leg extended straight back to the right.",19,0.0,0,0
G06,1,0,page3-35,0,"Person leaning right, diamond head. Front leg extends perfectly horizontally to the right. Back leg and arm both point diagonally down and to the left.",25,0.0,0,0
G06,2,0,page7-255,0,"Person kneeling and bowing to the left. Diamond head, arm pointing straight out to the left. The back slopes diagonally down to the right, ending in a perfectly flat horizontal base on the ground.",34,0.5,1,0
G06,3,0,page9-46,0,Figure walking right. Arm points diagonally down and to the right. The back leg points perfectly straight down vertically to a point. The front leg is a large triangle stepping forward to the right.,34,0.0,0,0
G06,4,0,page7-107,0,"Person facing left, diamond head. Arm points perfectly horizontally to the left. Front leg points perfectly straight vertically down. Back leg extends diagonally down and to the right.",28,0.0,0,0
G06,5,0,page5-28,0,Figure with a diamond head facing right. Its arm points perfectly horizontally to the right. One leg points perfectly straight vertically down. The other leg extends diagonally down and to the left.,32,0.0,0,0
G06,6,1,page-B,1,Diamond head. Arm points perfectly horizontally to the left. Back leg extends perfectly horizontally to the right. Front leg points perfectly straight vertically down. No diagonal limbs.,27,0.5,1,0
G06,7,1,page7-107,1,"Diamond head. Arm points perfectly horizontally to the left. Front leg points perfectly straight down vertically. Back leg points diagonally down and to the right (slanted, not horizontal).",28,0.5,1,0
G06,8,1,page9-46,1,Diamond head. One leg points perfectly straight vertically down. The arm and the other leg both point diagonally down and to the right. No horizontal or left-pointing parts.,28,0.0,0,0
G06,9,1,page7-255,1,"Diamond head. Kneeling and bowing left. The entire right edge (the back) is a single, continuous straight diagonal line sloping down to the right. The bottom right rests on a perfectly flat horizontal base. Left arm points perfectly horizontally to the left.",42,1.0,2,0
G06,10,1,page5-28,1,"Diamond head. Arm points perfectly horizontally to the right. One leg points perfectly straight vertically down. The other leg points diagonally down and to the left (slanted, not perfectly horizontal).",30,1.0,2,0
G06,11,1,page3-35,1,Diamond head. One limb points perfectly horizontally to the right. Exactly two limbs point diagonally down and to the left. No vertical limbs.,23,0.5,1,0
G06,12,2,page7-255,2,"Diamond head. Kneeling and bowing left. The entire right edge (the back) is a single, continuous straight diagonal line sloping down to the right. The bottom right rests on a perfectly flat horizontal base. Left arm points perfectly horizontally to the left.",42,0.5,1,0
G06,13,2,page9-46,2,"Diamond head. The leftmost edge of the body is a perfectly straight vertical line going straight down to a point (back leg). On the right side, BOTH the arm and the front leg point diagonally down and to the right. Crucially, there are NO perfectly horizontal parts—both right-side limbs slant downwards.",51,0.5,1,0
G06,14,2,page7-107,2,"Diamond head. Arm points perfectly horizontally to the LEFT. The front leg points perfectly straight vertically down to a point. The back leg points diagonally down and to the RIGHT (slanted downwards, not horizontal). Crucial: make sure the horizontal arm points LEFT.",42,1.0,2,0
G06,15,2,page-B,2,"Diamond head. Has exactly three limb extensions: one points perfectly horizontally LEFT, one points perfectly horizontally RIGHT, and one points perfectly straight vertically DOWN to a point. Crucially, there are NO diagonal limbs at all.",35,1.0,2,0
G06,16,2,page3-35,2,"Diamond head. Has exactly three limb extensions: ONE points perfectly horizontally to the RIGHT, and the other TWO BOTH point diagonally DOWN and to the LEFT. Crucially, there are NO perfectly vertical parts going straight down, NO horizontal parts pointing left, and NO parts pointing upwards.",46,1.0,2,0
G06,17,2,page5-28,2,"Diamond head. Has exactly three limb extensions: ONE points perfectly horizontally to the RIGHT, ONE points perfectly straight vertically DOWN to a point, and ONE points diagonally DOWN and to the LEFT (slanted, not horizontal).",35,1.0,2,0
G06,18,3,page9-46,0,"Diamond head. The entire left edge is a perfectly straight vertical line going straight down to a sharp point. On the right side, the arm and the leg BOTH slant diagonally down and to the right. Crucial: NO horizontal parts, NO horizontal arms, NO flat bottoms.",46,0.5,1,0
G06,19,3,page5-28,0,"Diamond head. Has exactly three limb extensions: ONE points perfectly horizontally to the RIGHT, ONE points perfectly straight vertically DOWN to a point, and ONE points diagonally DOWN and to the LEFT (slanted, not horizontal).",35,0.5,1,0
G06,20,3,page7-107,0,"Diamond head. Arm points perfectly horizontally to the LEFT. The front leg points perfectly straight vertically down to a point. The back leg points diagonally down and to the RIGHT (slanted downwards, not horizontal). Crucial: make sure the horizontal arm points LEFT.",42,0.0,0,0
G06,21,3,page3-35,0,"Diamond head. Has exactly three limb extensions: ONE points perfectly horizontally to the RIGHT, and the other TWO BOTH point diagonally DOWN and to the LEFT. Crucially, there are NO perfectly vertical parts going straight down, NO horizontal parts pointing left, and NO parts pointing upwards.",46,0.5,1,0
G06,22,3,page7-255,0,"Diamond head. Kneeling and facing LEFT. The arm points perfectly horizontally to the LEFT. The entire back slopes diagonally down to the right, resting on a perfectly flat horizontal base at the bottom right.",34,1.0,2,0
G06,23,3,page-B,0,"Diamond head. Top arm points perfectly horizontally LEFT. Bottom back leg extends perfectly horizontally RIGHT. Front leg points perfectly straight vertically DOWN to a point. Crucially, there are NO diagonal limbs at all.",33,1.0,2,0
G06,24,4,page3-35,1,"Diamond head. Exactly three limb extensions: ONE points perfectly horizontally to the RIGHT, and the other TWO BOTH point diagonally DOWN and to the LEFT. Crucially, there are NO perfectly vertical parts going straight down, and NO horizontal parts pointing left.",41,0.5,1,0
G06,25,4,page7-255,1,"Diamond head. Kneeling and facing LEFT. The arm points perfectly horizontally to the LEFT. The entire back slopes diagonally down to the right, resting on a perfectly flat horizontal base at the bottom right.",34,0.5,1,0
G06,26,4,page9-46,1,"Diamond head. Left edge goes perfectly straight vertically DOWN to a sharp point. On the right side, BOTH the arm and the leg point diagonally DOWN and to the RIGHT. Crucial: NO horizontal lines anywhere—NO flat bottoms, NO horizontal arms.",40,1.0,2,0
G06,27,4,page-B,1,"Diamond head. Top arm points perfectly horizontally LEFT. Bottom back leg extends perfectly horizontally RIGHT. Front leg points perfectly straight vertically DOWN to a point. Crucially, there are NO diagonal limbs at all.",33,1.0,2,0
G06,28,4,page7-107,1,"Diamond head. Exactly three limb extensions: ONE arm points perfectly horizontally to the LEFT. ONE leg points perfectly straight vertically DOWN to a sharp point. ONE leg points diagonally DOWN and to the RIGHT. Crucial: check directions carefully (horizontal is LEFT, diagonal is RIGHT).",44,1.0,2,0
G06,29,4,page5-28,1,"Diamond head. Exactly three limb extensions: ONE arm points perfectly horizontally to the RIGHT. ONE leg points perfectly straight vertically DOWN to a sharp point. ONE leg points diagonally DOWN and to the LEFT (slanted downwards, NOT horizontal). Crucial: check directions carefully (horizontal is RIGHT, diagonal is LEFT).",48,1.0,2,0
G06,30,5,page-B,2,"Diamond head. Top arm points perfectly horizontally LEFT. Bottom back leg extends perfectly horizontally RIGHT. Front leg points perfectly straight vertically DOWN to a point. Crucially, there are NO diagonal limbs at all.",33,1.0,2,0
G06,31,5,page3-35,2,"Diamond head. Exactly three limb extensions: ONE points perfectly horizontally to the RIGHT. The other TWO limbs BOTH point diagonally DOWN and to the LEFT (they are parallel). Crucial: NO perfectly vertical limbs going straight down, NO horizontal limbs pointing left, and NO limbs pointing upwards.",46,1.0,2,0
G06,32,5,page9-46,2,"Diamond head. Left edge goes perfectly straight vertically DOWN to a sharp point. On the right side, BOTH the arm and the leg point diagonally DOWN and to the RIGHT. Crucial: NO horizontal lines anywhere—NO flat bottoms, NO horizontal arms.",40,1.0,2,0
G06,33,5,page7-107,2,"Diamond head. Exactly three limb extensions: ONE arm points perfectly horizontally to the LEFT. ONE leg points perfectly straight vertically DOWN to a sharp point. ONE leg points diagonally DOWN and to the RIGHT. Crucial: check directions carefully (horizontal is LEFT, diagonal is RIGHT).",44,1.0,2,0
G06,34,5,page5-28,2,"Diamond head. Exactly three limb extensions: ONE arm points perfectly horizontally to the RIGHT. ONE leg points perfectly straight vertically DOWN to a sharp point. ONE leg points diagonally DOWN and to the LEFT (slanted downwards, NOT horizontal). Crucial: check directions carefully (horizontal is RIGHT, diagonal is LEFT).",48,0.5,1,0
G06,35,5,page7-255,2,"Diamond head. Arm points perfectly horizontally to the LEFT. The front leg points diagonally DOWN and to the LEFT (crucial: it does NOT point straight vertically down). The entire back is a single straight diagonal line sloping down to the right, ending in a flat horizontal base at the bottom right.",51,0.5,1,0
G07,0,0,page7-107,0,vertical hourglass,2,0.0,0,0
G07,1,0,page9-46,0,hourglass shape with a larger triangle on top and smaller triangle on the bottom,14,0.5,1,0
G07,2,0,page7-255,0,kneeling person facing left with diamond body,7,0.0,0,0
G07,3,0,page-B,0,thick arrow pointing left with a flat vertical right edge,10,0.0,0,0
G07,4,0,page5-28,0,"leftmost shape is a diamond, attached on its right to a parallelogram angling up and right, with a small triangle underneath.",21,0.0,0,0
G07,5,0,page3-35,0,"diamond head on the far left, large triangle body pointing right, and a parallelogram angled up and right on the far right side",23,0.0,0,0
G07,6,1,page7-255,1,central diamond with small triangles protruding from BOTH its upper-left and lower-left edges. Large body extends down-right.,17,0.0,0,0
G07,7,1,page-B,1,"Sideways house pointing LEFT. Far RIGHT edge is a completely flat, vertical straight line. Tapers to a single point on the far LEFT.",23,1.0,2,0
G07,8,1,page7-107,1,Symmetrical vertical hourglass. Flat horizontal top and bottom edges. The bottom triangle is noticeably larger than the top triangle.,19,0.5,1,0
G07,9,1,page3-35,1,Left side features a diamond above a small left-pointing triangle. The large central triangle points sharply RIGHT. A parallelogram extends UP-RIGHT from its top edge.,25,0.0,0,0
G07,10,1,page5-28,1,"Diamond on far left. Parallelogram extends UP-RIGHT from the top, directly next to the diamond. Large triangle body points straight RIGHT. Small triangle points DOWN-LEFT at the bottom.",28,1.0,2,0
G07,11,1,page9-46,1,Vertical hourglass shape. The TOP triangle is MUCH LARGER than the BOTTOM triangle. Flat horizontal top and bottom edges.,19,0.5,1,0
G07,12,2,page7-255,2,"Central diamond with EXACTLY TWO small triangles attached to its left side (one pointing up-left, one pointing down-left). The large main body extends heavily down-right.",25,1.0,2,0
G07,13,2,page5-28,2,"Diamond on far left. Parallelogram extends UP-RIGHT from the top, directly next to the diamond. Large triangle body points straight RIGHT. Small triangle points DOWN-LEFT at the bottom.",28,1.0,2,0
G07,14,2,page9-46,2,"Symmetrical vertical hourglass. Flat horizontal top edge is MUCH WIDER than the flat horizontal bottom edge. Large triangle on top, small triangle on bottom. Symmetrical left-to-right (no straight vertical edges).",30,1.0,2,0
G07,15,2,page-B,2,"Sideways house pointing LEFT. Far RIGHT edge is a completely flat, vertical straight line. Tapers to a single point on the far LEFT.",23,1.0,2,0
G07,16,2,page7-107,2,"Symmetrical vertical hourglass. Flat horizontal bottom edge is MUCH WIDER than the flat horizontal top edge. Small triangle on top, large triangle on bottom. Symmetrical left-to-right (no straight vertical edges).",30,1.0,2,0
G07,17,2,page3-35,2,"Large body points sharply RIGHT. Far left: diamond above a small triangle pointing straight LEFT. Top edge: parallelogram extends UP-RIGHT, separated from the diamond by a clear gap. Crucially, the bottom edge is clean (NO shapes pointing down).",38,0.5,1,0
G07,18,3,page9-46,0,"Symmetrical vertical hourglass. Flat horizontal top edge is MUCH WIDER than the flat horizontal bottom edge. Large triangle on top, small triangle on bottom. Symmetrical left-to-right (no straight vertical edges).",30,1.0,2,0
G07,19,3,page7-107,0,"Symmetrical vertical hourglass. Flat horizontal bottom edge is MUCH WIDER than the flat horizontal top edge. Small triangle on top, large triangle on bottom. Symmetrical left-to-right (no straight vertical edges).",30,1.0,2,0
G07,20,3,page5-28,0,"Diamond on far left. Parallelogram extends UP-RIGHT from the top, directly next to the diamond. Large triangle body points straight RIGHT. Small triangle points DOWN-LEFT at the bottom.",28,1.0,2,0
G07,21,3,page7-255,0,"Central diamond with EXACTLY TWO small triangles attached to its left side (one pointing up-left, one pointing down-left). The large main body extends heavily down-right.",25,1.0,2,0
G07,22,3,page3-35,0,"Main large triangle points sharply to the RIGHT. Attached to its flat vertical LEFT edge: a diamond is on the top half, and a small triangle pointing left is on the bottom half. A parallelogram extends UP-RIGHT from the top edge. (Ensure the main triangle points RIGHT, not left).",49,1.0,2,0
G07,23,3,page-B,0,"Sideways house pointing LEFT. Far RIGHT edge is a completely flat, vertical straight line. Tapers to a single point on the far LEFT.",23,1.0,2,0
G07,24,4,page5-28,1,"Diamond on far left. Parallelogram extends UP-RIGHT from the top, directly next to the diamond. Large triangle body points straight RIGHT. Small triangle points DOWN-LEFT at the bottom.",28,1.0,2,0
G07,25,4,page7-107,1,"Symmetrical vertical hourglass. Flat horizontal bottom edge is MUCH WIDER than the flat horizontal top edge. Small triangle on top, large triangle on bottom. Symmetrical left-to-right (no straight vertical edges).",30,0.5,1,0
G07,26,4,page3-35,1,"Main large triangle points sharply to the RIGHT. Attached to its flat vertical LEFT edge: a diamond is on the top half, and a small triangle pointing left is on the bottom half. A parallelogram extends UP-RIGHT from the top edge.",41,1.0,2,0
G07,27,4,page-B,1,"Sideways house pointing LEFT. Far RIGHT edge is a completely flat, vertical straight line. Tapers to a single point on the far LEFT.",23,1.0,2,0
G07,28,4,page9-46,1,"Symmetrical vertical hourglass. Flat horizontal top edge is MUCH WIDER than the flat horizontal bottom edge. Large triangle on top, small triangle on bottom. Symmetrical left-to-right (no straight vertical edges).",30,1.0,2,0
G07,29,4,page7-255,1,"Central diamond with EXACTLY TWO small triangles attached to its left side (one pointing up-left, one pointing down-left). The large main body extends heavily down-right.",25,1.0,2,0
G07,30,5,page7-107,2,"Symmetrical vertical hourglass. Flat horizontal bottom edge is MUCH WIDER than the flat horizontal top edge. Small triangle on top, large triangle on bottom. Symmetrical left-to-right (no straight vertical edges).",30,1.0,2,0
G07,31,5,page3-35,2,"Main large triangle points sharply to the RIGHT. Attached to its flat vertical LEFT edge: a diamond is on the top half, and a small triangle pointing left is on the bottom half. A parallelogram extends UP-RIGHT from the top edge.",41,1.0,2,0
G07,32,5,page9-46,2,"Symmetrical vertical hourglass. Flat horizontal top edge is MUCH WIDER than the flat horizontal bottom edge. Large triangle on top, small triangle on bottom. Symmetrical left-to-right (no straight vertical edges).",30,1.0,2,0
G07,33,5,page-B,2,"Sideways house pointing LEFT. Far RIGHT edge is a completely flat, vertical straight line. Tapers to a single point on the far LEFT.",23,0.5,1,0
G07,34,5,page5-28,2,"Diamond on far left. Parallelogram extends UP-RIGHT from the top, directly next to the diamond. Large triangle body points straight RIGHT. Small triangle points DOWN-LEFT at the bottom.",28,1.0,2,0
G07,35,5,page7-255,2,"Central diamond with EXACTLY TWO small triangles attached to its left side (one pointing up-left, one pointing down-left). The large main body extends heavily down-right.",25,0.5,1,0
G08,0,0,page5-28,0,"person walking left, horizontal arm reaching straight out to the left, triangle head pointing up and right",17,0.0,0,0
G08,1,0,page7-107,0,flat horizontal bottom and straight vertical left edge forming a 90-degree angle at the bottom left. sharp point on the ground at the far right. head at the top points up and left.,33,0.0,0,0
G08,2,0,page9-46,0,"diamond head at the top left pointing diagonally up and left, with a large triangle on the bottom right pointing straight down.",22,0.0,0,0
G08,3,0,page7-255,0,flat horizontal bottom and perfectly straight vertical right edge forming a 90-degree angle at the bottom right. head at the top points diagonally up and left. a sharp point sticks out horizontally to the left.,35,0.0,0,0
G08,4,0,page-B,0,flat horizontal bottom meeting a straight vertical left edge at a 90-degree angle. right tip is a sharp point on the ground. pointed arm sticks straight horizontally left. head is a triangle pointing up and right.,36,0.0,0,0
G08,5,0,page3-35,0,"diamond head on the top right, large pointed arm on the left pointing perfectly straight up, two pointed legs at the bottom",22,0.0,0,0
G08,6,1,page5-28,1,Head is a triangle pointing diagonally up and right. Arm extends perfectly horizontally straight to the left. The back foot points flat to the right on the ground.,28,0.5,1,0
G08,7,1,page7-255,1,"The only figure with a perfect 90-degree angle at the BOTTOM RIGHT corner, formed by a flat horizontal bottom and a straight vertical right edge. The diamond head points diagonally up-left, and a pointy arm sticks out straight horizontally to the left.",42,0.0,0,0
G08,8,1,page9-46,1,Diamond head points diagonally UP-LEFT. The very lowest part of the figure is a single sharp point aiming perfectly STRAIGHT DOWN. A pointy tail sticks out to the RIGHT.,29,0.5,1,0
G08,9,1,page7-107,1,"Has a perfect 90-degree angle at the BOTTOM LEFT corner formed by a flat bottom and straight vertical left edge. The diamond head points diagonally UP-LEFT. A long sharp point extends to the RIGHT, resting flat on the ground.",39,0.5,1,0
G08,10,1,page3-35,1,"Diamond head is on the RIGHT, pointing diagonally UP-RIGHT. A large arm on the LEFT points perfectly STRAIGHT VERTICALLY UP. Two distinct pointy legs at the bottom spread apart.",29,0.5,1,0
G08,11,1,page-B,1,Has a perfect 90-degree angle at the BOTTOM LEFT corner. The head points diagonally UP-RIGHT. A pointy arm extends perfectly HORIZONTALLY straight to the LEFT. The back foot forms a sharp point resting flat on the ground to the right.,40,0.5,1,0
G08,12,2,page-B,2,Perfect 90-degree right angle at the bottom left corner. Head points diagonally up-right. Pointy arm extends perfectly straight horizontally to the left.,22,1.0,2,0
G08,13,2,page9-46,2,Diamond head points diagonally up-left. The very bottom is a single sharp point aiming perfectly straight down (not a flat bottom). A sharp point extends horizontally to the right.,29,1.0,2,0
G08,14,2,page7-255,2,Perfect 90-degree angle at the bottom right corner. Head points diagonally up-left. Pointy arm extends perfectly straight horizontally to the left.,21,1.0,2,0
G08,15,2,page5-28,2,Head points diagonally up-right. Pointy arm extends perfectly straight horizontally to the left. Has two distinct legs with a space between them on the ground (no flat bottom).,28,0.0,0,0
G08,16,2,page3-35,2,"The ONLY figure where a large pointy arm on the LEFT side points perfectly STRAIGHT VERTICALLY UP. The diamond head is on the RIGHT side, pointing diagonally up-right. Two distinct pointy legs at the bottom.",35,1.0,2,0
G08,17,2,page7-107,2,Perfect 90-degree right angle at the bottom left corner. Head points diagonally up-left. Long sharp point resting flat on the ground extends to the far right.,26,1.0,2,0
G08,18,3,page5-28,0,"Head clearly points diagonally UP-RIGHT. Left arm extends perfectly straight HORIZONTALLY to the LEFT. The bottom has a V-shaped gap between two distinct legs (NO flat bottom): the left leg points straight down, and the right leg rests flat on the ground pointing to the right.",46,1.0,2,0
G08,19,3,page7-107,0,Perfect 90-degree right angle at the bottom left corner. Head points diagonally up-left. Long sharp point resting flat on the ground extends to the far right.,26,0.0,0,0
G08,20,3,page-B,0,Perfect 90-degree right angle at the bottom left corner. Head points diagonally up-right. Pointy arm extends perfectly straight horizontally to the left.,22,1.0,2,0
G08,21,3,page7-255,0,Perfect 90-degree angle at the bottom right corner. Head points diagonally up-left. Pointy arm extends perfectly straight horizontally to the left.,21,0.0,0,0
G08,22,3,page9-46,0,Diamond head points diagonally up-left. The very bottom is a single sharp point aiming perfectly straight down. A sharp point extends horizontally to the right.,25,0.5,1,0
G08,23,3,page3-35,0,"The ONLY figure where a large pointy arm on the LEFT side points perfectly STRAIGHT VERTICALLY UP. The diamond head is on the RIGHT side, pointing diagonally up-right. Two distinct pointy legs at the bottom.",35,0.5,1,0
G08,24,4,page9-46,1,"Diamond head points diagonally up-left. The very bottom is a single sharp point aiming perfectly straight down. A sharp point extends horizontally to the right. CRUCIALLY, there is NO arm sticking out to the left (unlike a similar figure, the left edge of the body below the head is perfectly straight and vertical).",53,0.5,1,0
G08,25,4,page7-255,1,"Perfect 90-degree angle at the bottom right corner. Head points diagonally up-left. Pointy arm extends perfectly straight horizontally to the left. CRUCIALLY, to distinguish from a similar figure: the straight vertical right edge is SHORT (only forming the lower leg, above which the back slopes diagonally inwards/up-left), and the flat horizontal bottom is SHORT (the arm extends much further to the left than the base).",65,1.0,2,0
G08,26,4,page5-28,1,"Head points diagonally UP-RIGHT. Left arm extends perfectly straight HORIZONTALLY to the LEFT. V-shaped gap between two distinct legs at the bottom (NO flat bottom): left leg points straight down, right leg points right along the ground.",37,1.0,2,0
G08,27,4,page-B,1,Perfect 90-degree angle at the bottom left corner. Head points diagonally up-right. Pointy arm extends perfectly straight horizontally to the left.,21,1.0,2,0
G08,28,4,page7-107,1,"Perfect 90-degree angle at the BOTTOM LEFT corner. The left edge below the head is perfectly straight and vertical (NO arm sticking out to the left). Head points diagonally up-left. The completely flat horizontal bottom extends to the far right, ending in a sharp point resting directly ON THE GROUND (not elevated).",52,1.0,2,0
G08,29,4,page3-35,1,"Diamond head is on the right, pointing diagonally UP-RIGHT. Left arm extends perfectly straight VERTICALLY UP. V-shaped gap between two distinct legs at the bottom (NO flat bottom, NO continuous straight vertical edges).",33,0.5,1,0
G08,30,5,page5-28,2,"Head points diagonally UP-RIGHT. Left arm extends perfectly straight HORIZONTALLY to the LEFT. V-shaped gap between two distinct legs at the bottom (NO flat bottom): left leg points straight down, right leg points right along the ground.",37,0.5,1,0
G08,31,5,page-B,2,Perfect 90-degree right angle at the bottom left corner. Head points diagonally up-right. Pointy arm extends perfectly straight horizontally to the left.,22,1.0,2,0
